,Drink ID,Name,Category,Alcoholic,Glass,Ingredients,Measure
240,11872,Orgasm,Ordinary Drink,True,cocktail glass,"['Creme de Cacao', 'Amaretto', 'Triple sec', 'Vodka', 'Light cream']","['1/2 oz white ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 oz ']"
241,17827,Old Pal,Cocktail,True,nick and nora glass,"['Rye whiskey', 'Campari', 'Dry Vermouth']","['2 oz', '1 oz', '1 oz']"
242,12618,Orangeade,Cocktail,False,highball glass,"['Lemon juice', 'Orange juice', 'Sugar syrup', 'Soda water']","['5 cl ', '15 cl ', '2-3 cl ', None]"
243,16995,Orange Whip,Other/Unknown,True,collins glass,"['Orange juice', 'Rum', 'Vodka', 'Cream', 'Ice']","['4 oz ', '1 oz ', '1 oz ', '1 package ', 'Over ']"
244,11870,Orange Oasis,Ordinary Drink,True,highball glass,"['Cherry brandy', 'Gin', 'Orange juice', 'Ginger ale']","['1/2 oz ', '1 1/2 oz ', '4 oz ', None]"
245,15330,Orange Crush,Shot,True,shot glass,"['Vodka', 'Triple sec', 'Orange juice']","['1 oz ', '1 oz ', '1 oz ']"
246,11001,Old Fashioned,Cocktail,True,old-fashioned glass,"['Bourbon', 'Angostura bitters', 'Sugar', 'Water']","['4.5 cL', '2 dashes', '1 cube', 'dash']"
247,13499,Oreo Mudslide,Ordinary Drink,True,collins glass,"['Vodka', 'Kahlua', 'Baileys irish cream', 'Vanilla ice-cream', 'Oreo cookie']","['1 oz ', '1 oz ', '1 oz ', '2 scoops ', '1 ']"
248,14586,Orange Push-up,Ordinary Drink,True,hurricane glass,"['Spiced rum', 'Grenadine', 'Orange juice', 'Sour mix']","['1.5 oz ', '0.5 oz ', '4 oz ', '1 splash ']"
249,17266,Oatmeal Cookie,Cocktail,True,mason jar,"['Kahlua', 'Bailey', 'Butterscotch schnapps', 'Jagermeister', 'Goldschlager']","['2 parts', '2 parts', '4 parts', '1 part', '1/2 part']"
250,12748,Orange Scented Hot Chocolate,Cocoa,False,coffee mug,"['Milk', 'Chocolate', 'Orange peel', 'Espresso', 'Nutmeg']","['2 cups ', '4 oz chopped bittersweet or semi-sweet ', '3 2-inch strips ', '1/2 tsp instant ', '1/8 tsp ground ']"
251,17253,Paloma,Cocktail,True,collins glass,"['Grape Soda', 'Tequila']","['3 oz', '1 1/2 oz']"
252,11936,Pink Gin,Ordinary Drink,True,wine glass,"['Bitters', 'Gin']","['3 dashes ', '2 oz ']"
253,17190,Paradise,Ordinary Drink,True,cocktail glass,"['Gin', 'Apricot Brandy', 'Orange Juice']","['7 parts', '4 parts', '3 parts ']"
254,11938,Pink Lady,Ordinary Drink,True,cocktail glass,"['Gin', 'Grenadine', 'Light cream', 'Egg white']","['1 1/2 oz ', '1 tsp ', '1 tsp ', '1 ']"
255,17249,Pegu Club,Cocktail,True,cocktail glass,"['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']","['1 1/2 oz', '3/4 oz', '3/4 oz', '1 dash', '1 dash']"
256,13214,Pisco Sour,Cocktail,True,cocktail glass,"['Pisco', 'Lemon juice', 'Sugar', 'Ice']","['2 oz ', '1 oz ', '1-2 tblsp ', None]"
257,17192,Porto flip,Ordinary Drink,True,cocktail glass,"['Brandy', 'Port', 'Egg Yolk']","['3 parts', '9 parts', '2 parts']"
258,17829,Penicillin,Cocktail,True,old-fashioned glass,"['Blended Scotch', 'Lemon Juice', 'Honey syrup', 'Ginger Syrup', 'Islay single malt Scotch']","['2 oz', '3/4 oz', '2 tsp', '2 tsp', '1/4 oz']"
259,17207,Pina Colada,Ordinary Drink,True,collins glass,"['Light rum', 'Coconut milk', 'Pineapple']","['3 oz ', '3 tblsp ', '3 tblsp ']"
260,16992,Pink Penocha,Punch / Party Drink,True,punch bowl,"['Everclear', 'Vodka', 'Peach schnapps', 'Orange juice', 'Cranberry juice']","['750 ml ', '1750 ml ', '1750 ml ', '1 gal ', '1 gal ']"
261,13072,Popped cherry,Ordinary Drink,True,highball glass,"['Vodka', 'Cherry liqueur', 'Cranberry juice', 'Orange juice']","['2 oz ', '2 oz ', '4 oz ', '4 oz ']"
262,11959,Poppy Cocktail,Ordinary Drink,True,cocktail glass,"['Gin', 'Creme de Cacao']","['1 1/2 oz ', '3/4 oz white ']"
263,11965,Port Wine Flip,Ordinary Drink,True,old-fashioned glass,"['Port', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","['1 1/2 oz ', '2 tsp ', '1 tsp ', '1 whole ', None]"
264,17191,Planter's Punch,Punch / Party Drink,True,collins glass,"['Dark rum', 'Orgeat syrup', 'Orange juice', 'Pineapple juice']","['1 part ', '1/2 part ', '2 parts ', '1 part ']"
265,11961,Port And Starboard,Ordinary Drink,True,pousse cafe glass,"['Grenadine', 'Green Creme de Menthe']","['1 tblsp ', '1/2 oz ']"
266,11963,Port Wine Cocktail,Ordinary Drink,True,cocktail glass,"['Port', 'Brandy']","['2 1/2 oz ', '1/2 tsp ']"
267,15092,Pysch Vitamin Light,Ordinary Drink,False,collins glass,"['Orange juice', 'Apple juice', 'Pineapple juice', 'Ice']","['1 part ', '1 part ', '1 part ', None]"
268,13535,Pink Panty Pulldowns,Ordinary Drink,True,collins glass,"['Sprite', 'Pink lemonade', 'Vodka']","['1 L ', '2 cups ', '2 cups ']"
269,178323,Passion Fruit Martini,Cocktail,True,cocktail glass,"['Vodka', 'Sugar Syrup', 'Passion fruit juice', '', '', '', '']","['1 shot', '1/2 shot', 'Full Glass', '', '', '', '']"
270,11993,Quentin,Ordinary Drink,True,cocktail glass,"['Dark rum', 'Kahlua', 'Light cream', 'Nutmeg']","['1 1/2 oz ', '1/2 oz ', '1 oz ', '1/8 tsp grated ']"
271,11987,Queen Bee,Ordinary Drink,True,cocktail glass,"['Coffee brandy', 'Lime vodka', 'Sherry']","['1 oz ', '1 1/2 oz ', '1/2 oz cream ']"
272,13198,Quick F**K,Shot,True,shot glass,"['Kahlua', 'Midori melon liqueur', 'Baileys irish cream']","['1 part ', '1 part ', '1 part ']"
273,15761,Quick-sand,Ordinary Drink,True,highball glass,"['Black Sambuca', 'Orange juice']","['25 ml ', 'Add 250 ml ']"
274,11989,Queen Charlotte,Ordinary Drink,True,collins glass,"['Red wine', 'Grenadine', 'Lemon-lime soda']","['2 oz ', '1 oz ', None]"
275,11991,Queen Elizabeth,Ordinary Drink,True,cocktail glass,"['Dry Vermouth', 'Gin', 'Benedictine']","['1/2 oz ', '1 1/2 oz ', '1 1/2 tsp ']"
276,11983,Quaker's Cocktail,Ordinary Drink,True,cocktail glass,"['Light rum', 'Brandy', 'Lemon', 'Raspberry syrup']","['3/4 oz ', '3/4 oz ', 'Juice of 1/4 ', '2 tsp ']"
277,17208,Rose,Ordinary Drink,True,cocktail glass,"['Dry Vermouth', 'Gin', 'Apricot brandy', 'Lemon juice', 'Grenadine', 'Powdered sugar']","['1/2 oz ', '1 oz ', '1/2 oz ', '1/2 tsp ', '1 tsp ', None]"
278,16031,Radler,Ordinary Drink,True,highball glass,"['Beer', '7-Up']","['12 oz ', '12 oz ']"
279,12093,Rum Sour,Ordinary Drink,True,old-fashioned glass,"['Light rum', 'Lemon juice', 'Sugar', 'Orange', 'Maraschino cherry']","['2 oz ', '1 oz ', '1/2 tsp superfine ', '1 ', '1 ']"
280,12097,Rum Toddy,Ordinary Drink,True,old-fashioned glass,"['Rum', 'Powdered sugar', 'Lemon peel', 'Water']","['2 oz light or dark ', '2 tsp ', '1 twist of ', '2 tsp ']"
281,14978,Rum Punch,Punch / Party Drink,True,punch bowl,"['Rum', 'Ginger ale', 'Fruit punch', 'Orange juice', 'Ice']","['mikey bottle ', 'large bottle ', '355 ml frozen ', '355 ml frozen ', 'crushed ']"
282,12055,Royal Fizz,Ordinary Drink,True,collins glass,"['Gin', 'Sweet and sour', 'Egg', 'Coca-Cola']","['1 oz ', '2 oz ', '1 whole ', None]"
283,12071,Rum Cooler,Ordinary Drink,True,collins glass,"['Rum', 'Lemon-lime soda', 'Lemon']","['2 oz light or dark ', '4 oz ', '1 ']"
284,12101,Rusty Nail,Ordinary Drink,True,old-fashioned glass,"['Scotch', 'Drambuie', 'Lemon peel']","['1 1/2 oz ', '1/2 oz ', '1 twist of ']"
285,16250,Rum Runner,Punch / Party Drink,True,cocktail glass,"['Malibu rum', 'Blackberry brandy', 'Orange juice', 'Pineapple juice', 'Cranberry juice']","['1 1/2 oz ', '1 oz ', '3-4 oz ', '3-4 oz ', '3-4 oz ']"
286,12067,Rum Cobbler,Ordinary Drink,True,old-fashioned glass,"['Sugar', 'Club soda', 'Lemon', 'Dark rum', 'Maraschino cherry', 'Orange']","['1 tsp superfine ', '3 oz ', '1 ', '2 oz ', '1 ', '1 ']"
287,14087,Red Snapper,Shot,True,old-fashioned glass,"['Crown Royal', 'Amaretto', 'Cranberry juice']","['1 shot ', '1 shot ', '1 shot ']"
288,15082,Royal Flush,Shot,True,old-fashioned glass,"['Crown Royal', 'Peach schnapps', 'Chambord raspberry liqueur', 'Cranberry juice']","['1 1/2 oz ', '1 oz ', '1/2 oz ', '1 oz ']"
289,17122,Royal Bitch,Shot,True,shot glass,"['Frangelico', 'Crown Royal']","['1 part ', '1 part ']"
290,17114,Ruby Tuesday,Cocktail,True,highball glass,"['Gin', 'Cranberry juice', 'Grenadine']","['2 oz ', '5 oz ', '2 splashes ']"
291,12630,Rail Splitter,Cocktail,False,highball glass,"['Sugar syrup', 'Lemon juice', 'Ginger ale']","['2 tsp ', None, None]"
292,17245,Rosemary Blue,Cocktail,True,balloon glass,"['Gin', 'Blue Curacao', 'Tonic Water', 'Rosemary']","['50 ml', '15 ml', '100 ml', 'Garnish with']"
293,12057,Royal Gin Fizz,Ordinary Drink,True,highball glass,"['Gin', 'Lemon', 'Powdered sugar', 'Egg', 'Carbonated water']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 whole ', None]"
294,12087,Rum Milk Punch,Ordinary Drink,True,collins glass,"['Light rum', 'Milk', 'Powdered sugar', 'Nutmeg']","['2 oz ', '1 cup ', '1 tsp ', None]"
295,12091,Rum Screwdriver,Ordinary Drink,True,highball glass,"['Light rum', 'Orange juice']","['1 1/2 oz ', '5 oz ']"
296,17167,Raspberry Cooler,Other/Unknown,True,highball glass,"['Raspberry vodka', 'Lemon-lime soda', 'Ice']","['2 oz ', '4 oz ', None]"
297,12089,Rum Old-fashioned,Ordinary Drink,True,old-fashioned glass,"['Light rum', '151 proof rum', 'Powdered sugar', 'Bitters', 'Water', 'Lime peel']","['1 1/2 oz ', '1 tsp ', '1/2 tsp ', '1 dash ', '1 tsp ', 'Twist of ']"
298,17214,Russian Spring Punch,Ordinary Drink,True,highball glass,"['Vodka', 'Creme de Cassis', 'Sugar Syrup', 'Lemon Juice']","['2.5 cl', '1.5 cl', '1 cl', '2.5 cl']"
299,17141,Smut,Punch / Party Drink,True,beer mug,"['Red wine', 'Peach schnapps', 'Pepsi Cola', 'Orange juice']","['1/3 part ', '1 shot ', '1/3 part ', '1/3 part ']"
300,17215,Spritz,Ordinary Drink,True,old-fashioned glass,"['Prosecco', 'Campari', 'Soda Water']","['6 cl', '4 cl', 'splash']"
301,12127,Sazerac,Ordinary Drink,True,old-fashioned glass,"['Ricard', 'Sugar', 'Peychaud bitters', 'Water', 'Bourbon', 'Lemon peel']","['1 tsp ', '1/2 tsp superfine ', '2 dashes ', '1 tsp ', '2 oz ', '1 twist of ']"
302,12130,Scooter,Ordinary Drink,True,cocktail glass,"['Brandy', 'Amaretto', 'Light cream']","['1 oz ', '1 oz ', '1 oz ']"
303,12196,Sidecar,Ordinary Drink,True,cocktail glass,"['Cognac', 'Cointreau', 'Lemon juice']","['2 oz ', '1/2 oz ', '1 oz ']"
304,17193,Stinger,Ordinary Drink,True,cocktail glass,"['Brandy', 'White Creme de Menthe']","['1 1/2 oz ', '1/2 oz ']"
305,14195,Snowball,Ordinary Drink,True,highball glass,"['Advocaat', 'Lemonade', 'Lemon', 'Ice']","['1 1/2 oz ', '8-10 oz cold ', '1 slice ', 'cubes']"
306,16985,Shot-gun,Shot,True,shot glass,"['Jim Beam', 'Jack Daniels', 'Wild Turkey']","['1 part ', '1 part ', '1 oz ']"
307,178322,Spice 75,Cocktail,True,wine glass,"['Sugar', 'Allspice', 'Rum', 'Lime Juice', 'Champagne', 'Orange spiral', '']","['60 ml', '1 tblsp', '20 cl', '90 ml', '6 cl', 'Garnish with', '']"
308,12107,Salty Dog,Ordinary Drink,True,highball glass,"['Grapefruit juice', 'Gin', 'Salt']","['5 oz ', '1 1/2 oz ', '1/4 tsp ']"
309,12308,Stone Sour,Ordinary Drink,True,old-fashioned glass,"['Apricot brandy', 'Orange juice', 'Sweet and sour']","['1 oz ', '1 oz ', '1 oz ']"
310,13020,Sangria #1,Punch / Party Drink,True,pitcher,"['Red wine', 'Sugar', 'Orange juice', 'Lemon juice', 'Cloves', 'Cinnamon']","['1 bottle ', '1/2 cup ', '1 cup ', '1 cup ', None, None]"
311,13377,Sea breeze,Ordinary Drink,True,highball glass,"['Vodka', 'Cranberry juice', 'Grapefruit juice']","['1 1/2 oz ', '4 oz ', '1 oz ']"
312,12158,Scotch Sour,Ordinary Drink,True,old-fashioned glass,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']","['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']"
313,12162,Screwdriver,Ordinary Drink,True,highball glass,"['Vodka', 'Orange juice']","['2 oz ', None]"
314,12190,Sherry Flip,Ordinary Drink,True,nick and nora glass,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']","['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', None]"
315,16990,Sweet Tooth,Milk / Float / Shake,True,highball glass,"['Godiva liqueur', 'Milk']","['2 shots ', None]"
316,12256,Sol Y Sombra,Ordinary Drink,True,brandy snifter,"['Brandy', 'Anisette']","['1 1/2 oz ', '1 1/2 oz ']"
317,16273,Shark Attack,Cocktail,True,pitcher,"['Lemonade', 'Water', 'Vodka']","['1 can ', '3 cans ', '1 1/2 cup ']"
318,12188,Sherry Eggnog,Ordinary Drink,True,collins glass,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']","['2 oz cream ', '1 tsp ', '1 whole ', None, None]"
319,12724,Sweet Bananas,Milk / Float / Shake,False,highball glass,"['Milk', 'Banana', 'Honey']","['2 cups ', '1 ', '1 tblsp ']"
320,13024,Sweet Sangria,Punch / Party Drink,True,pitcher,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']","['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', None, None]"
321,15184,San Francisco,Ordinary Drink,True,highball glass,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']","['2 cl ', '2 cl ', None, None]"
322,15226,Space Odyssey,Ordinary Drink,True,highball glass,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']","['1 shot Bacardi ', '1 shot ', '1 shot ', None, None, None]"
323,12388,Thriller,Ordinary Drink,True,cocktail glass,"['Scotch', 'Wine', 'Orange juice']","['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']"
324,12856,Tia-Maria,Homemade Liqueur,True,collins glass,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']","['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']"
325,17828,Tipperary,Cocktail,True,nick and nora glass,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']","['2 oz', '1 oz', '1/2 oz']"
326,15006,Turkeyball,Shot,True,shot glass,"['Wild Turkey', 'Amaretto', 'Pineapple juice']","['1 oz ', '3/4 oz ', '1 splash ']"
327,12402,Tom Collins,Ordinary Drink,True,collins glass,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']","['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']"
328,12726,Tomato Tang,Other/Unknown,False,highball glass,"['Tomato juice', 'Lemon juice', 'Celery salt']","['2 cups ', '1-2 tblsp ', '1 dash ']"
329,12782,Thai Coffee,Coffee / Tea,False,highball glass,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']","['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', None, None, None]"
330,15639,Texas Sling,Milk / Float / Shake,True,wine glass,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']"
331,12362,Tequila Fizz,Ordinary Drink,True,collins glass,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']","['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', None]"
332,12370,Tequila Sour,Ordinary Drink,True,old-fashioned glass,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']"
333,14860,Talos Coffee,Coffee / Tea,True,brandy snifter,"['Grand Marnier', 'Coffee']","['3 parts ', '1 part ']"
334,15515,Tennesee Mud,Coffee / Tea,True,coffee mug,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']","['8 oz ', '4 oz ', '4 oz ', None]"
335,12418,Turf Cocktail,Ordinary Drink,True,cocktail glass,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']","['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']"
336,12786,Thai Iced Tea,Coffee / Tea,False,highball glass,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']","['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']"
337,17247,The Last Word,Cocktail,True,cocktail glass,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice']","['1 oz', '1 oz', '1 oz']"
338,17824,The Laverstoke,Cocktail,True,balloon glass,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']","['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']"
339,12420,Tuxedo Cocktail,Ordinary Drink,True,cocktail glass,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']","['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']"
340,13621,Tequila Sunrise,Cocktail,True,highball glass,"['Tequila', 'Orange juice', 'Grenadine']","['2 measures ', None, None]"
341,178307,Tequila Slammer,Shot,True,hurricane glass,"['Tequila', '7-up']","['1 shot', '1 part']"
342,12784,Thai Iced Coffee,Coffee / Tea,False,highball glass,"['Coffee', 'Sugar', 'Cream', 'Cardamom']","['black', None, ' pods\n', None]"
343,14602,Tequila Surprise,Shot,True,shot glass,"['Tequila', 'Tabasco sauce']","['full glass ', 'About 8 drops ']"
344,17826,The Jimmy Conway,Cocktail,True,old-fashioned glass,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']","['50 ml', '50 ml', '4 oz']"
345,15178,Texas Rattlesnake,Shot,True,highball glass,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']","['1 part ', '1/2 part ', '1 part ', '1 splash ']"
346,17216,Tommy's Margarita,Ordinary Drink,True,old-fashioned glass,"['Tequila', 'Lime Juice', 'Agave syrup']","['4.5 cl', '1.5 cl', '2 spoons']"
347,12450,Victor,Ordinary Drink,True,cocktail glass,"['Gin', 'Sweet Vermouth', 'Brandy']","['1 1/2 oz ', '1/2 oz ', '1/2 oz ']"
348,17218,Vesper,Cocktail,True,cocktail glass,"['Gin', 'Vodka', 'Lillet Blanc']","['6 cl', '1.5 cl', '0.75 cl']"
349,12444,Vesuvio,Ordinary Drink,True,old-fashioned glass,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']","['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']"
350,12446,Veteran,Ordinary Drink,True,old-fashioned glass,"['Dark rum', 'Cherry brandy']","['2 oz ', '1/2 oz ']"
351,17217,Vampiro,Ordinary Drink,True,old-fashioned glass,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']","['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']"
352,12436,Van Vleet,Ordinary Drink,True,old-fashioned glass,"['Light rum', 'Maple syrup', 'Lemon juice']","['3 oz ', '1 oz ', '1 oz ']"
353,16967,Vodka Fizz,Other/Unknown,True,wine glass,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']","['2 oz ', '2 oz ', '2 oz ', None, None]"
354,14167,Vodka Martini,Ordinary Drink,True,cocktail glass,"['Vodka', 'Dry Vermouth', 'Olive']","['1 1/2 oz ', '3/4 oz ', '1 ']"
355,15403,Vodka Russian,Ordinary Drink,True,collins glass,"['Vodka', 'Schweppes Russchian']","['2 oz ', None]"
356,12442,Vermouth Cassis,Ordinary Drink,True,highball glass,"['Dry Vermouth', 'Creme de Cassis', 'Carbonated water']","['1 1/2 oz ', '3/4 oz ', None]"
357,12452,Victory Collins,Ordinary Drink,True,collins glass,"['Vodka', 'Lemon juice', 'Grape juice', 'Powdered sugar', 'Orange']","['1 1/2 oz ', '3 oz ', '3 oz unsweetened ', '1 tsp ', '1 slice ']"
358,12460,Vodka And Tonic,Ordinary Drink,True,highball glass,"['Vodka', 'Tonic water']","['2 oz ', None]"
359,12518,Whisky Mac,Ordinary Drink,True,collins glass,"['Scotch', 'Wine']","['1 1/2 oz ', '1 oz Green Ginger ']"
360,13058,Wine Punch,Punch / Party Drink,True,collins glass,"['Red wine', 'Lemon', 'Orange juice', 'Orange', 'Pineapple juice']","['1 bottle ', '2 ', '1 cup ', '3 ', '1 cup ']"
361,17194,White Lady,Ordinary Drink,True,cocktail glass,"['Gin', 'Triple Sec', 'Lemon Juice']","['4cl', '3cl', '2cl']"
362,13056,Wine Cooler,Punch / Party Drink,True,collins glass,"['Red wine', 'Lemon-lime soda', 'Ice']","['2 oz white or ', '5 oz ', 'cubes']"
363,11004,Whiskey Sour,Ordinary Drink,True,old-fashioned glass,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Cherry', 'Lemon']","['2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1 ', '1/2 slice ']"
364,12528,White Russian,Ordinary Drink,True,old-fashioned glass,"['Vodka', 'Coffee liqueur', 'Light cream']","['2 oz ', '1 oz ', None]"
365,16158,Whitecap Margarita,Other/Unknown,True,margarita glass,"['Ice', 'Tequila', 'Cream of coconut', 'Lime juice']","['1 cup ', '2 oz ', '1/4 cup ', '3 tblsp fresh ']"
366,17219,Yellow Bird,Cocktail,True,cocktail glass,"['White Rum', 'Galliano', 'Triple Sec', 'Lime Juice']","['3 cl', '1.5 cl', '1.5 cl', '1.5 cl']"
367,15328,Zorro,Coffee / Tea,True,coffee mug,"['Sambuca', 'Baileys irish cream', 'White Creme de Menthe']","['2 cl ', '2 cl ', '2 cl ']"
368,14888,Zinger,Soft Drink / Soda,True,highball glass,"['Peachtree schnapps', 'Surge']","['4 shots ', '4 shots ']"
369,15691,Zoksel,Soft Drink / Soda,True,beer pilsner,"['Beer', 'Root beer', 'Lemonade', 'Coca-Cola', '7-Up', 'Creme de Cassis', 'Lemon']","[None, None, None, ' slice\n', None, None, None]"
370,17241,Zombie,Cocktail,True,hurricane glass,"['Rum', 'Gold rum', '151 proof rum', 'Pernod', 'Grenadine', 'Lime Juice', 'Angostura Bitters']","['1 1/2 oz', '1 1/2 oz', '1 oz', '1 tsp', '1 tsp', '1 tsp', '1 drop']"
371,15933,Zambeer,Soft Drink / Soda,True,collins glass,"['Sambuca', 'Root beer', 'Ice']","['1 1/2 oz ', 'Add 10 oz ', 'cubes']"
372,16963,Zorbatini,Cocktail,True,cocktail glass,"['Vodka', 'Ouzo']","['1 1/4 oz Stoli ', '1/4 oz ']"
373,15254,Zenmeister,Ordinary Drink,True,collins glass,"['Jägermeister', 'Root beer']","['1/2 oz ', '1/2 oz ']"
374,16942,Zipperhead,Shot,True,old-fashioned glass,"['Chambord raspberry liqueur', 'Vodka', 'Soda water']","['1 shot ', '1 shot ', 'Fill with ']"
375,17027,Zima Blaster,Ordinary Drink,True,hurricane glass,"['Zima', 'Chambord raspberry liqueur']","['12 oz ', '3 oz ']"
376,14594,Zizi Coin-coin,Punch / Party Drink,True,margarita glass,"['Cointreau', 'Lemon juice', 'Ice', 'Lemon']","['5 cl ', '2 cl ', 'cubes', ' or lime\n']"
377,14065,Zippy's Revenge,Cocktail,True,old-fashioned glass,"['Amaretto', 'Rum', 'Kool-Aid']","['2 oz ', '2 oz ', '4 oz Grape ']"
378,15801,Zimadori Zinger,Punch / Party Drink,True,collins glass,"['Midori melon liqueur', 'Zima']","['1.5 oz ', '12 oz ']"
379,15346,155 Belmont,Cocktail,True,wine glass,"['Dark rum', 'Light rum', 'Vodka', 'Orange juice']","['1 shot ', '2 shots ', '1 shot ', '1 shot ']"
380,15395,1-900-FUK-MEUP,Shot,True,old-fashioned glass,"['Absolut Kurant', 'Grand Marnier', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum', 'Amaretto', 'Cranberry juice', 'Pineapple juice']","['1/2 oz ', '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/4 oz ', '1/2 oz ', '1/4 oz ']"
381,15423,110 in the shade,Beer,True,beer glass,"['Lager', 'Tequila']","['16 oz ', '1.5 oz ']"
382,15288,252,Shot,True,shot glass,"['151 proof rum', 'Wild Turkey']","['1/2 shot Bacardi ', '1/2 shot ']"
383,13899,3 Wise Men,Shot,True,collins glass,"['Jack Daniels', 'Johnnie Walker', 'Jim Beam']","['1/3 oz ', '1/3 oz ', '1/3 oz ']"
384,14598,50/50,Ordinary Drink,True,collins glass,"['Vanilla vodka', 'Grand Marnier', 'Orange juice']","['2 1/2 oz ', '1 splash ', 'Fill with ']"
385,14229,747,Shot,True,shot glass,"['Kahlua', 'Baileys irish cream', 'Frangelico']","['1/3 part ', '1/3 part ', '1/3 part ']"
